Number,Registration,Details,Product,Odometer,Distance,Unit,MPG
0012,FL65FBA,Vauxhall,Diesel,9329,2849,Miles,50.04
0013,MJ16XMY,Vauxhall,Diesel,29064,5369,Miles,39.29
0016,BP16MKK,Nissan,Diesel,42233,1052,Miles,56.17
0018,YD16NAK,Peugeot,Diesel,115020,36100,Miles,50.79
0019,BP16OPD,Nissan,Diesel,15559,948,Miles,36.04
0020,YH17VCF,Peugeot,Diesel,37352,14202,Miles,34.75
0023,YE19FLS,Volkswagen,Diesel,16270,16244,Miles,37.09
0024,YG69UKP,Volkswagen,Diesel,8103,8066,Miles,42.22
0025,YG69UKR,Volkswagen,Diesel,6187,6160,Miles,36.93
0026,YH69ZYT,Volkswagen,Diesel,6378,6361,Miles,35.21
0031,YG20GRF,Volkswagen,Diesel,691,656,Miles,20.03
0032,YG20AHU,Volkswagen,Diesel,366,299,Miles,16.18
0033,YG20GRU,Volkswagen,Diesel,1075,1044,Miles,29.36
0034,YG20GRK,Volkswagen,Diesel,784,756,Miles,26.26
0035,YG20YGZ,Volkswagen,Diesel,393,318,Miles,18.5
0039,YG20WFR,Volkswagen,Diesel,350,300,Miles,17.98
0080,YC59GZB,Ford Motor Company,Diesel,83027,7311,Miles,36.89
0081,YG10KZP,Peugeot,Diesel,223513,13264,Miles,58.76
0082,YG10ZHL,Peugeot,Diesel,233374,7010,Miles,46.89
0084,YG10TZO,Peugeot,Diesel,88679,6204,Miles,34.02
0085,YG10KZK,Peugeot,Diesel,112787,782,Miles,20.78
0086,YP59ZSK,Ford Motor Company,Diesel,57892,4819,Miles,31.4
0095,YL63CHZ,Peugeot,Diesel,38763,6976,Miles,32.41
0098,YD14UWM,Peugeot,Diesel,58386,2952,Miles,38.03
0099,YG63ETR,Peugeot,Diesel,8342,508,Miles,23.02
0106,YF13TLN,Ford Motor Company,Diesel,43780,4475,Miles,42.93
0107,YB13YCG,Ford Motor Company,Diesel,55372,6885,Miles,46.73
0108,FP15SRO,Vauxhall,Diesel,78563,4363,Miles,58.36
0110,FP15PUO,Vauxhall,Diesel,59217,1676,Miles,44.65
0111,FP15SMV,Vauxhall,Diesel,43059,2685,Miles,42.1
0112,FP15SOA,Vauxhall,Diesel,37260,901,Miles,33.92
0113,FP15RKK,Vauxhall,Diesel,74909,4397,Miles,53.71
0115,FP15RPO,Vauxhall,Diesel,58353,2721,Miles,50.38
0116,FP15PWF,Vauxhall,Diesel,63765,3236,Miles,51.73
0118,FP15SKE,Vauxhall,Diesel,23113,1887,Miles,44.83
0119,FP15SVA,Vauxhall,Diesel,21239,679,Miles,38.63
0120,FP15PVA,Vauxhall,Diesel,36178,2609,Miles,53.58
0121,FP15SJX,Vauxhall,Diesel,62982,6067,Kilometres,41.91
0122,FP15RSX,Vauxhall,Diesel,42173,1651,Miles,47.59
0123,FP15SJU,Vauxhall,Diesel,42270,2012,Miles,41.42
0124,FP15SLZ,Vauxhall,Diesel,49500,3938,Miles,49.5
0125,FP15SBO,Vauxhall,Diesel,35334,1937,Miles,41.76
0201,YJ16CVB,Volkswagen,Diesel,46057,12467,Miles,20
0202,YJ16CVA,Volkswagen,Diesel,51200,8689,Miles,18.45
0203,YJ16CVX,Volkswagen,Diesel,60932,9188,Miles,18.72
0204,YJ16CVR,Volkswagen,Diesel,47993,12716,Miles,18.92
0205,YJ16CVS,Volkswagen,Diesel,89005,14410,Miles,18.97
0206,YJ16CVT,Volkswagen,Diesel,39415,7112,Miles,17.97
0207,YJ16CRZ,Volkswagen,Diesel,49801,12449,Miles,18.3
0208,YJ16CRX,Volkswagen,Diesel,66485,18169,Miles,19.69
0209,YJ16 CRV,Volkswagen,Diesel,89844,16460,Miles,19.37
0210,YJ16CUO,Volkswagen,Diesel,62435,11404,Miles,18.25
0211,YJ16CUC,Volkswagen,Diesel,56759,15551,Miles,20.78
0212,YJ16CVF,Volkswagen,Diesel,60345,14258,Miles,18.82
0213,YJ16CPY,Volkswagen,Diesel,56241,13020,Miles,19.08
0214,YJ16CPX,Volkswagen,Diesel,48977,10784,Miles,19.51
0215,YJ16CPZ,Volkswagen,Diesel,50038,10393,Miles,17.73
0216,YJ16CPU,Volkswagen,Diesel,46831,12041,Miles,20.94
0217,YJ16CPN,Volkswagen,Diesel,46390,11875,Miles,19.91
0218,YJ16CSZ,Volkswagen,Diesel,70635,16515,Miles,21.19
0219,YJ16CRF,Volkswagen,Diesel,37974,10133,Miles,21.24
0220,YJ16CSY,Volkswagen,Diesel,65998,14357,Miles,20.61
0221,YJ16CPV,Volkswagen,Diesel,54448,12703,Miles,19.28
0222,YJ16CTV,Volkswagen,Diesel,58514,12023,Miles,18.26
0223,YJ16CSU,Volkswagen,Diesel,72496,16285,Miles,18.67
0224,YJ16CSV,Volkswagen,Diesel,46432,10001,Miles,18.83
0225,YJ16CUV,Volkswagen,Diesel,61195,11015,Miles,19.6
0226,YJ16CSF,Volkswagen,Diesel,60056,12549,Miles,20.83
0227,YJ16CSX,Volkswagen,Diesel,66322,9404,Miles,18.29
0228,YJ16CPO,Volkswagen,Diesel,50920,13295,Miles,19.67
0229,YJ16CRK,Volkswagen,Diesel,18532,4954,Miles,20.21
0230,YJ66EAF,Volkswagen,Diesel,41808,11833,Miles,17.41
0231,YJ66EAA,Volkswagen,Diesel,44911,12263,Miles,20.48
0232,YJ66EAE,Volkswagen,Diesel,65801,19627,Miles,21.78
0233,YJ66EAC,Volkswagen,Diesel,46779,9543,Miles,17.78
0234,YJ66EAG,Volkswagen,Diesel,77132,20049,Miles,20.03
0235,YJ66EAM,Volkswagen,Diesel,51481,16211,Miles,20.46
0236,YJ66EAO,Volkswagen,Diesel,44557,10655,Miles,21.27
0237,YJ66EAP,Volkswagen,Diesel,49435,10855,Miles,21.6
0238,YJ66EAK,Volkswagen,Diesel,36118,9575,Miles,19.4
0239,YJ66EBF,Volkswagen,Diesel,49706,11064,Miles,20.58
0240,YJ66EBL,Volkswagen,Diesel,34652,8701,Miles,22.35
0241,YJ66EBK,Volkswagen,Diesel,77096,22818,Miles,22.05
0242,YJ66EBG,Volkswagen,Diesel,40818,11316,Miles,20.79
0246,YJ19BZA,Volkswagen,Diesel,8962,8881,Miles,19.53
0247,YJ19BZB,Volkswagen,Diesel,10325,10220,Miles,18.8
0248,YJ19BZC,Volkswagen,Diesel,5479,5389,Miles,18.28
0249,YJ69 BYV,Volkswagen,Diesel,4844,4771,Miles,17.12
0250,YJ69BYX,Volkswagen,Diesel,5264,5183,Miles,20.16
0251,YJ69BYZ,Volkswagen,Diesel,6850,6766,Miles,19.94
0253,YJ69BYY,Volkswagen,Diesel,6467,6384,Miles,19.46
0260P,YJ11LWT,Volkswagen,Diesel,138775,6789,Miles,23.06
0263P,YJ11LWX,Volkswagen,Diesel,123590,3313,Miles,18.19
0265P,YJ11LWR,Volkswagen,Diesel,133736,2484,Miles,18.21
0271P,YJ62EXB,Volkswagen,Diesel,115922,2776,Miles,23.66
0272P,YJ62EWR,Volkswagen,Diesel,101762,4106,Miles,21.15
0273P,YJ62EWT,Volkswagen,Diesel,102465,5244,Miles,22.38
0274P,YJ62EUF,Volkswagen,Diesel,86013,2084,Miles,22.69
0275P,YJ62EOC,Volkswagen,Diesel,103940,3476,Miles,21.01
0277D,YJ62EKU,Volkswagen,Diesel,96454,5200,Miles,17.49
0278D,YJ62ETV,Volkswagen,Diesel,82610,4948,Miles,20.63
0279D,YJ62ESN,Volkswagen,Diesel,107707,6130,Miles,21.23
0280D,YJ62EPX,Volkswagen,Diesel,123726,7122,Miles,21.2
0281P,YJ62ENF,Volkswagen,Diesel,101188,7926,Miles,18.63
0282P,YJ62EPF,Volkswagen,Diesel,116875,6030,Miles,20.87
0284P,YB63HPY,Volkswagen,Diesel,77947,6654,Miles,19.34
0285D,YG14DRO,Volkswagen,Diesel,87666,9239,Miles,23.57
0286D,YG14LGD,Volkswagen,Diesel,88827,6860,Miles,21.32
0287D,YG14LFZ,Volkswagen,Diesel,88955,9921,Miles,20.57
0288,YG14RHZ,Volkswagen,Diesel,98198,5469,Miles,22.08
0289,YG14YKN,Volkswagen,Diesel,79712,3561,Miles,20.55
0290,YH14EHJ,Volkswagen,Diesel,71174,4674,Miles,17.51
0291,YH14NFU,Volkswagen,Diesel,72784,6273,Miles,20.67
0292,YH14ZPN,Volkswagen,Diesel,82469,10169,Miles,22.31
0293,YC14VKZ,Volkswagen,Diesel,80991,7486,Miles,21.37
0294,YJ66EBM,Volkswagen,Diesel,56854,18683,Miles,20.54
0295,YJ66DSV,Volkswagen,Diesel,56132,16564,Miles,20.98
0296,YJ66EAW,Volkswagen,Diesel,40496,13499,Miles,19.15
0297,YJ66DSU,Volkswagen,Diesel,48177,13402,Miles,21.66
0358,YH08CKO,Ford Motor Company,Diesel,53739,2453,Miles,33.07
0368,YG59GBV,Ford Motor Company,Diesel,106827,10019,Miles,36.6
0369,YB60HYK,Ford Motor Company,Diesel,55439,2538,Miles,34.75
0375,YH14FNO,Ford Motor Company,Diesel,20860,2176,Miles,37.87
0376,YF65FKA,Ford Motor Company,Diesel,28747,10392,Miles,35.44
0377,YF65FKR,Ford Motor Company,Diesel,21705,923,Miles,26.81
0378,MW17UZU,Vauxhall,Diesel,6853,2578,Kilometres,3.03
0379,MV17BKA,Vauxhall,Diesel,17990,3920,Miles,55.18
0401,SF68LJL,Fiat,Diesel,18284,12059,Miles,21.07
0402,SF68LJK,Fiat,Diesel,18385,12080,Miles,20.14
0403,LX65AUM,Mercedes,Diesel,62009,9136,Miles,18.6
0404,SF68LJJ,Fiat,Diesel,30063,19909,Miles,20.74
0405,SF68LJC,Fiat,Diesel,14088,10100,Miles,19.92
0406,SF68LJE,Fiat,Diesel,18090,11998,Miles,15.48
0407,SF68LHZ,Fiat,Diesel,20743,13344,Miles,20.81
0408,SF68LHX,Fiat,Diesel,14899,9979,Miles,18.81
0409,SF68LJA,Fiat,Diesel,21024,13989,Miles,23.36
0410,LX65AUN,Mercedes,Diesel,48505,9255,Miles,17.94
0411,LX65AUH,Mercedes,Diesel,70037,9178,Miles,18.54
0412,LX65AUJ,Mercedes,Diesel,70162,14253,Miles,18.77
0413,LX65AUL,Mercedes,Diesel,49745,9510,Miles,18.09
0414,LX65AUK,Mercedes,Diesel,80926,14308,Miles,20.66
0415,LX65AUF,Mercedes,Diesel,67124,15827,Miles,17.35
0416,LX65AUE,Mercedes,Diesel,69626,9392,Miles,17.74
0417,LV16HLF,Mercedes,Diesel,82153,14757,Miles,18.37
0418,LV16HLG,Mercedes,Diesel,87129,10630,Miles,17.41
0419,LV16HLA,Mercedes,Diesel,53777,9821,Miles,17.14
0420,LV16HLC,Mercedes,Diesel,62745,13873,Miles,21.65
0421,LV16HLD,Mercedes,Diesel,60475,12664,Miles,18.75
0422,LV16HLE,Mercedes,Diesel,63029,14034,Miles,21.33
0423,LV16HLR,Mercedes,Diesel,65440,18797,Miles,20.09
0424,SF68LHY,Fiat,Diesel,23150,16158,Miles,20.76
0425,SF68LHW,Fiat,Diesel,18573,13015,Miles,18.77
0426,SF68LHT,Fiat,Diesel,22580,17277,Miles,24.12
0427,SF68LHP,Fiat,Diesel,26433,21365,Miles,20.49
0428,SF68LHU,Fiat,Diesel,16761,12179,Miles,20.32
0429,SF68LHR,Fiat,Diesel,14640,11356,Miles,19.52
0430,LX68BNA,Mercedes,Diesel,17978,17521,Miles,20.76
0431,LX68BNB,Mercedes,Diesel,28214,26138,Miles,18.52
0432,LX68CZL,Mercedes,Diesel,20439,18615,Miles,17.25
0433,LX19BCE,Mercedes,Diesel,19091,18181,Miles,18.99
0433dd,YJ14DXX,Volkswagen,Diesel,74759,526,Miles,20.02
0434,LX19AYJ,Mercedes,Diesel,13016,12562,Miles,15.83
0434D,YJ14DXG,Volkswagen,Diesel,77342,2461,Miles,18.46
0436,LX19AYO,Mercedes,Diesel,11399,11188,Miles,15.37
0437,LX19BBJ,Mercedes,Diesel,21237,21085,Miles,16.56
0438,LX19BAV,Mercedes,Diesel,11856,11669,Miles,16.29
0439,LX19AYH,Mercedes,Diesel,18522,18287,Miles,17.25
0440,LX19BBO,Mercedes,Diesel,14106,13830,Miles,17.33
0440D,YJ14DXV,Volkswagen,Diesel,65748,199,Miles,17.56
0441,LX19BCU,Mercedes,Diesel,11349,11087,Miles,16.92
0444,YJ14DXP,Volkswagen,Diesel,86888,1629,Miles,19.23
0446,LX66AHJ,Mercedes,Diesel,43358,11345,Miles,21.43
0447,LX66 AFY,Mercedes,Diesel,50280,16158,Miles,21.16
0448,LX66ALO,Mercedes,Diesel,50184,9368,Miles,18.36
0449,LX66AMU,Mercedes,Diesel,36754,8686,Miles,18.22
0450,LX66AJY,Mercedes,Diesel,38501,10164,Miles,16.67
0451,LX66AHE,Mercedes,Diesel,54460,12663,Miles,19.78
0452,SF68LHV,Fiat,Diesel,14738,9816,Miles,19.49
0453,LX68BJO,Mercedes,Diesel,13180,12248,Miles,17.86
0454,LX68BTF,Mercedes,Diesel,21509,19772,Miles,17.3
0456,LX68BOV,Mercedes,Diesel,22806,20683,Miles,19.41
0457,LX68BPE,Mercedes,Diesel,21845,20345,Miles,18.68
0458,LX68BPF,Mercedes,Diesel,23651,21582,Miles,19.29
0459,LX68BNY,Mercedes,Diesel,14436,13154,Miles,16.76
0460,LX68BNL,Mercedes,Diesel,15187,14244,Miles,18.3
0461P,YJ64BJO,Volkswagen,Diesel,54614,3507,Miles,21.27
0462P,YJ64BJK,Volkswagen,Diesel,62595,6051,Miles,18.86
0463P,YJ64BJF,Volkswagen,Diesel,77033,7397,Miles,20.83
0464P,YJ64BJU,Volkswagen,Diesel,74303,10177,Miles,19.91
0465P,YJ64BJE,Volkswagen,Diesel,86945,8932,Miles,17.21
0466P,YJ64NYO,Volkswagen,Diesel,71310,10225,Miles,21.09
0468P,YJ64BJY,Volkswagen,Diesel,46681,7102,Miles,18.26
0469,YG19CEP,Volkswagen,Diesel,12628,12540,Miles,19.76
0469P,YJ64BJX,Volkswagen,Diesel,62894,9063,Miles,20.49
0470,YD19SDL,Volkswagen,Diesel,7869,7728,Miles,17.83
0470D,YJ64NYG,Volkswagen,Diesel,79182,12501,Miles,21.93
0471,YJ19BYW,Volkswagen,Diesel,10372,10290,Miles,17.66
0471D,YJ64BKV,Volkswagen,Diesel,76014,9016,Miles,22.06
0472,YJ19BYV,Volkswagen,Diesel,11522,11437,Miles,19.15
0472D,YJ64NYH,Volkswagen,Diesel,69793,10273,Miles,18.07
0473D,YJ64NYK,Volkswagen,Diesel,51010,6110,Miles,18.28
0474D,YJ64NYL,Volkswagen,Diesel,66995,8032,Miles,20.1
0475D,YJ64NYN,Volkswagen,Diesel,82288,8871,Miles,18.79
0476,YJ64NYM,Volkswagen,Diesel,105281,11708,Miles,20.54
0477,YJ64NYV,Volkswagen,Diesel,69373,10550,Miles,19.61
0478,YJ64NYX,Volkswagen,Diesel,65533,3595,Miles,15.88
0479,YJ64NYW,Volkswagen,Diesel,71310,10448,Miles,21.4
0480,YJ64NYY,Volkswagen,Diesel,54960,4639,Miles,20.81
0481,YJ64NYZ,Volkswagen,Diesel,53799,5539,Miles,18.34
0482,YJ64NZB,Volkswagen,Diesel,84922,14744,Miles,21.24
0483,YJ64NZA,Volkswagen,Diesel,71168,11436,Miles,19.51
0484,YJ64NZC,Volkswagen,Diesel,68420,6592,Miles,19.1
0485,YJ64NYU,Volkswagen,Diesel,101356,17465,Miles,19.65
0486,YJ64NZP,Volkswagen,Diesel,71052,10156,Miles,21.41
0487,YJ64NYT,Volkswagen,Diesel,47788,5768,Miles,18.19
0488,YJ64NZM,Volkswagen,Diesel,94059,8585,Miles,22.59
0489,YJ64NZO,Volkswagen,Diesel,83558,9638,Miles,20.25
0490,YJ64NZN,Volkswagen,Diesel,75465,11577,Miles,20.28
0491,YJ64NZH,Volkswagen,Diesel,71189,11898,Miles,18.43
0492,YJ64NZK,Volkswagen,Diesel,66185,7277,Miles,20.89
0493,YJ64NZD,Volkswagen,Diesel,63762,14153,Miles,21.96
0494,YJ64NZG,Volkswagen,Diesel,58630,9194,Miles,21.49
0495,YJ64NZE,Volkswagen,Diesel,73348,8703,Miles,24.08
0496,YJ64NZF,Volkswagen,Diesel,73800,8753,Miles,18.23
0497,YJ15BXE,Volkswagen,Diesel,61331,10200,Miles,20.5
0527,YH59OLN,Mitsubishi Motors,Diesel,53746,1887,Miles,24.37
0530,YC63CPN,Ford Motor Company,Diesel,36624,3078,Miles,69.38
0531,YB63OJW,Ford Motor Company,Diesel,34751,6022,Miles,26.52
0532,YL17PHV,Ford Motor Company,Diesel,6358,451,Miles,19.81
0533,YL17OYR,Ford Motor Company,Diesel,28244,750,Miles,17.94
0534,YL17PMO,Ford Motor Company,Diesel,14406,1784,Miles,26.46
0535,YL17PLF,Ford Motor Company,Diesel,7963,2738,Miles,19.97
0536,YL17PHN,Ford Motor Company,Diesel,9718,4244,Miles,28.92
0700,MJ16XMA,Vauxhall,Diesel,30632,7824,Miles,61.46
0701,MJ16XLX,Vauxhall,Diesel,28260,6095,Miles,53.15
0702,MJ16XLY,Vauxhall,Diesel,58080,9725,Miles,61.56
0704,MW16DBX,Vauxhall,Diesel,23983,5012,Miles,43.92
0705,MW16DCF,Vauxhall,Diesel,27025,6326,Miles,54.95
0706,MW16CZC,Vauxhall,Diesel,46771,9506,Miles,53.4
0707,MW16CZD,Vauxhall,Diesel,26674,3115,Miles,52.6
0708,MW16CYZ,Vauxhall,Diesel,40600,16036,Miles,70.2
0709,MW16CZA,Vauxhall,Diesel,15270,3118,Miles,44.09
0710,MW16DFA,Vauxhall,Diesel,19026,5660,Miles,58.96
0711,MW16CZU,Vauxhall,Diesel,31512,10763,Miles,56.09
0712,MW16CZP,Vauxhall,Diesel,38000,9975,Miles,53.94
0713,MW16CZM,Vauxhall,Diesel,28461,8445,Miles,52.93
0714,MW16CZL,Vauxhall,Diesel,17323,2912,Miles,47.35
0715,MW16CZR,Vauxhall,Diesel,27555,4079,Miles,53.99
0716,MW16CZT,Vauxhall,Diesel,26513,7885,Miles,57.27
0722,MW66YYB,Vauxhall,Diesel,17272,3953,Miles,45.61
0727,MW16DCZ,Vauxhall,Diesel,19810,5750,Miles,57.26
0728,MW16DDU,Vauxhall,Diesel,24520,7122,Miles,54.14
0729,MW16DDV,Vauxhall,Diesel,35916,9849,Miles,62.21
0730,MW16CZZ,Vauxhall,Diesel,52166,8977,Miles,55.12
0731,MW16DDL,Vauxhall,Diesel,17580,2740,Miles,56.22
0732,MW16DBU,Vauxhall,Diesel,39079,4629,Miles,62.37
0733,MW16DDN,Vauxhall,Diesel,30679,2392,Miles,48.5
0734,MW16DBO,Vauxhall,Diesel,24178,2233,Miles,46.51
0735,MV17DDO,Vauxhall,Diesel,11913,3522,Miles,40.6
0736,MV17CPY,Vauxhall,Diesel,34461,12307,Miles,55.2
0737,MV17CPZ,Vauxhall,Diesel,26779,11163,Miles,63.01
0740,MW16DCY,Vauxhall,Diesel,32602,8764,Miles,52.88
0743,YF10WXR,Ford Motor Company,Diesel,74098,5365,Miles,70.58
0746,MW16DDZ,Vauxhall,Diesel,38417,3361,Miles,49.26
0748,MW16CZY,Vauxhall,Diesel,37461,3454,Miles,56.87
0753,MW16DDJ,Vauxhall,Diesel,34903,5454,Miles,60.83
0754,MW16DAU,Vauxhall,Diesel,55072,4772,Miles,57.93
0853,YF08BFZ,Vauxhall,Diesel,67898,4624,Miles,31.66
0957,YE07FAF,Ford Motor Company,Diesel,78094,2033,Miles,43.77
0959,YC07ONJ,Ford Motor Company,Diesel,95895,6117,Miles,40.08
0976,YF07GGZ,Ford Motor Company,Diesel,82661,5215,Miles,38.35
1006,YB63URX,Peugeot,Diesel,62776,2831,Miles,38.87
1007,YB63URZ,Peugeot,Diesel,79930,4567,Miles,48.03
1008,YB63USC,Peugeot,Diesel,26071,576,Miles,27.65
1009,YB63UOV,Peugeot,Diesel,82474,14874,Miles,41.1
1010,YB63UOW,Peugeot,Diesel,54866,12545,Miles,47.02
1011,YB63UOX,Peugeot,Diesel,33607,4707,Miles,38.78
1012,YB63UOY,Peugeot,Diesel,74571,21575,Miles,43.61
1013,YB63UPA,Peugeot,Diesel,36019,4311,Miles,38.98
1014,YB63UPC,Peugeot,Diesel,28496,2300,Miles,34.28
1015,YB63UPD,Peugeot,Diesel,46556,6380,Miles,41.17
1016,YB63UPE,Peugeot,Diesel,90143,13234,Miles,44.55
1017,YB63UPF,Peugeot,Diesel,26950,3604,Miles,47.8
1018,YB63UPG,Peugeot,Diesel,48980,7591,Miles,49.67
1019,YB63UPH,Peugeot,Diesel,51520,6396,Miles,43.35
1020,YB63UPJ,Peugeot,Diesel,54379,9337,Miles,44.62
1021,YB63UPK,Peugeot,Diesel,31672,3032,Miles,35.86
1022,YB63UPL,Peugeot,Diesel,58042,5166,Miles,45.81
1023,YB63UPM,Peugeot,Diesel,58548,10273,Miles,35.6
1024,YB63UPN,Peugeot,Diesel,37744,2437,Miles,33.05
1025,YB63UPO,Peugeot,Diesel,50129,9507,Miles,36.12
1026,YC63ERY,Peugeot,Diesel,44660,5036,Miles,45.37
1027,YF63HCD,Peugeot,Diesel,44795,7011,Miles,41.49
1028,YF63HCG,Peugeot,Diesel,50593,5048,Miles,44.41
1029,YF63HCJ,Peugeot,Diesel,47396,6762,Miles,44.09
1030,YF63HCK,Peugeot,Diesel,36278,5812,Miles,31.85
1031,YG63ETU,Peugeot,Diesel,43427,4527,Miles,44.37
1032,YG63ETV,Peugeot,Diesel,55385,7023,Miles,43.65
1033,YG63ETX,Peugeot,Diesel,40292,6076,Miles,40.18
1034,YG63ETY,Peugeot,Diesel,50489,4394,Miles,48.89
1035,YG63ETZ,Peugeot,Diesel,59214,7271,Miles,39.09
1036,YG63EUA,Peugeot,Diesel,53110,6690,Miles,36.31
1037,YB63URL,Peugeot,Diesel,80285,16760,Miles,43.95
1038,YB63URM,Peugeot,Diesel,51442,7938,Miles,41.79
1039,YB63URN,Peugeot,Diesel,50404,6848,Miles,40
1040,YB63URO,Peugeot,Diesel,52603,9239,Miles,39.71
1041,YB63URP,Peugeot,Diesel,82201,8130,Miles,45.15
1042,YG14PFZ,Peugeot,Diesel,36962,5726,Miles,88.41
1043,YG14USC,Peugeot,Diesel,45398,7334,Miles,39.53
1044,YD14UWO,Peugeot,Diesel,41068,5470,Miles,42.53
1045,YD14UWP,Peugeot,Diesel,38138,7078,Miles,45.96
1046,YG14PGF,Peugeot,Diesel,105854,4005,Miles,39.39
1047,YG64RYA,Volkswagen,Diesel,22974,1886,Miles,35.27
1049,YH64YYU,Volkswagen,Diesel,37109,6012,Miles,31.02
1050,YC14UTL,Peugeot,Diesel,44344,4823,Miles,40.95
1051,YD14UWR,Peugeot,Diesel,60890,10575,Miles,45.05
1052,YG14PGZ,Peugeot,Diesel,39134,4887,Miles,45.89
1053,YG14PGE,Peugeot,Diesel,33396,5112,Miles,34.48
